1,6,car,1.3008077116935484,ENTERED
1,6,car,1.3675157994727047,LEFT
1,23,car,5.937019812344913,ENTERED
1,23,car,7.037703260700992,RIGHT
2,8,car,43.42696514423077,ENTERED
2,4,car,43.9939838903536,ENTERED
2,8,car,44.16075410980149,RIGHT
2,63,car,46.962493796526054,ENTERED
1,67,car,47.62957467431762,ENTERED
2,66,car,49.09715260545906,ENTERED
1,67,car,49.73087943936104,LEFT
1,70,car,49.997711790477666,ENTERED
2,69,car,50.29789818548387,ENTERED
2,73,car,51.49864376550868,ENTERED
2,73,car,51.79883016051489,RIGHT
1,70,car,51.96560037996278,LEFT
2,74,car,52.43255699441687,ENTERED
