0,6,car,1.3008077116935484,ENTERED
0,6,car,1.3675157994727047,LEFT
0,23,car,5.937019812344913,ENTERED
0,23,car,7.037703260700992,RIGHT
0,59,car,33.187273670130274,ENTERED
0,59,car,33.487460065136474,LEFT
0,9,car,40.758641633064514,ENTERED
0,9,car,43.627089407568235,LEFT
0,8,car,44.16075410980149,ENTERED
0,4,car,44.96125116315137,ENTERED
0,8,car,45.39485373371588,LEFT
0,63,car,47.52951254264888,ENTERED
0,67,car,47.62957467431762,ENTERED
0,67,car,49.13050664934863,RIGHT
0,70,car,49.997711790477666,ENTERED
0,69,car,50.798208843827545,ENTERED
0,70,car,51.29851950217122,RIGHT
0,73,truck,51.96560037996278,ENTERED
0,74,car,52.76609743331265,ENTERED
0,73,car,52.93286765276054,LEFT
