0,113,car,1.3008077116935484,ENTERED
0,113,car,1.3675157994727047,LEFT
0,125,car,2.3681371161600495,ENTERED
0,125,car,2.3681371161600495,RIGHT
0,120,car,3.26869630117866,ENTERED
0,120,car,3.535528652295285,RIGHT
0,135,car,5.603479373449131,ENTERED
0,135,car,5.903665768455335,RIGHT
0,130,car,5.937019812344913,ENTERED
0,134,car,6.103790031792804,ENTERED
0,134,car,6.137144075682382,LEFT
0,130,car,7.037703260700992,RIGHT
0,145,car,7.704784138492555,ENTERED
0,144,car,7.80484627016129,ENTERED
0,144,car,7.8382003140508685,LEFT
0,145,car,8.00497053349876,RIGHT
0,146,car,9.672672727977668,ENTERED
0,148,car,9.672672727977668,ENTERED
0,146,car,9.706026771867245,LEFT
0,148,car,9.939505079094292,RIGHT
0,150,car,11.407083010235732,ENTERED
0,150,car,11.44043705412531,LEFT
0,153,car,12.407704326923076,ENTERED
0,153,car,12.70789072192928,LEFT
0,154,car,15.24279805753722,ENTERED
0,154,car,15.2761521014268,LEFT
0,155,car,15.876524891439205,ENTERED
0,155,car,16.110003198666252,RIGHT
0,157,car,18.34472413926799,ENTERED
0,157,car,18.37807818315757,RIGHT
0,174,car,47.62957467431762,ENTERED
0,174,car,48.63019599100496,LEFT
0,177,car,49.997711790477666,ENTERED
0,177,car,50.83156288771712,LEFT
